"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"DNAJB11",3.18039576831814e-24,0.317964534854078,0.307,0.199,1.0956463421856e-19,"Monocyte_CD14highCD16high","DNAJB11"
"ELOVL1.1",3.26851135726002e-24,0.352638089386634,0.289,0.183,1.12600216257608e-19,"Monocyte_CD14highCD16high","ELOVL1"
"OTUB1.1",3.6662094816454e-24,0.25659227456104,0.419,0.29,1.26300916642684e-19,"Monocyte_CD14highCD16high","OTUB1"
"DGKD.1",4.29277036093821e-24,-1.38611892871543,0.208,0.304,1.47885938934321e-19,"Monocyte_CD14highCD16high","DGKD"
"CD302.1",4.35478123494458e-24,-0.687125726617113,0.676,0.664,1.50022213543841e-19,"Monocyte_CD14highCD16high","CD302"
"MRPS23.1",4.36452665777418e-24,0.376242085941234,0.259,0.16,1.50357943360321e-19,"Monocyte_CD14highCD16high","MRPS23"
"HPRT1.1",4.37388804467994e-24,0.393155479204293,0.274,0.173,1.50680443139224e-19,"Monocyte_CD14highCD16high","HPRT1"
"SARS.1",4.45037394474235e-24,0.253863605425451,0.375,0.251,1.53315382396374e-19,"Monocyte_CD14highCD16high","SARS"
"TLK1.1",5.10418334707471e-24,-1.21935426544405,0.26,0.353,1.75839116306724e-19,"Monocyte_CD14highCD16high","TLK1"
"ZNF638.1",5.19526542009309e-24,-1.0342767459566,0.338,0.424,1.78976893722207e-19,"Monocyte_CD14highCD16high","ZNF638"
"CPEB4.1",5.6599506795714e-24,-1.21346580819543,0.311,0.393,1.94985300911235e-19,"Monocyte_CD14highCD16high","CPEB4"
"SDF4",5.70950131098873e-24,0.269987823389363,0.365,0.244,1.96692320163562e-19,"Monocyte_CD14highCD16high","SDF4"
"EMC7.1",5.75362662297134e-24,0.255128048711482,0.354,0.234,1.98212437161363e-19,"Monocyte_CD14highCD16high","EMC7"
"CCL5.1",5.790790085337e-24,-0.394861190799494,0.368,0.231,1.9949271843986e-19,"Monocyte_CD14highCD16high","CCL5"
"ZMYM2.1",5.90424222852819e-24,-1.0507795275001,0.333,0.414,2.03401144772796e-19,"Monocyte_CD14highCD16high","ZMYM2"
"SMARCB1.1",6.01470527759643e-24,0.284944850331187,0.284,0.178,2.07206596813197e-19,"Monocyte_CD14highCD16high","SMARCB1"
"CCDC107",6.33890082856522e-24,0.333935710529712,0.259,0.16,2.18375133544072e-19,"Monocyte_CD14highCD16high","CCDC107"
"KCNQ1.1",6.44584734554044e-24,-1.23131900718602,0.213,0.31,2.22059441053868e-19,"Monocyte_CD14highCD16high","KCNQ1"
"EVI2A.1",6.46013995308893e-24,-0.735909222577244,0.609,0.619,2.22551821383914e-19,"Monocyte_CD14highCD16high","EVI2A"
"BUD23",6.6653592155535e-24,0.302941996661983,0.299,0.192,2.29621624975818e-19,"Monocyte_CD14highCD16high","BUD23"
"SNX29.1",7.53375293291197e-24,-1.19157400110986,0.309,0.391,2.59537788538817e-19,"Monocyte_CD14highCD16high","SNX29"
"LYL1.1",7.73232554423719e-24,0.316468536808401,0.406,0.283,2.66378614998971e-19,"Monocyte_CD14highCD16high","LYL1"
"UNC93B1.1",8.23010615364671e-24,0.255186310699506,0.453,0.318,2.83527156993129e-19,"Monocyte_CD14highCD16high","UNC93B1"
"MTSS1.1",8.94627778991299e-24,-0.418670085244159,0.47,0.303,3.08199269862502e-19,"Monocyte_CD14highCD16high","MTSS1"
"PDSS2",9.90479390028823e-24,-1.46108099192011,0.16,0.258,3.41220149864929e-19,"Monocyte_CD14highCD16high","PDSS2"
"ALPK1.1",1.04417791710641e-23,-1.71995671775408,0.163,0.261,3.59719292443158e-19,"Monocyte_CD14highCD16high","ALPK1"
"SPPL3.1",1.17317440796495e-23,-1.22789085111985,0.286,0.374,4.04158583543926e-19,"Monocyte_CD14highCD16high","SPPL3"
"ABI1.1",1.24515867853003e-23,-1.00464232824631,0.418,0.484,4.28957164753594e-19,"Monocyte_CD14highCD16high","ABI1"
"BORCS7",1.25701918269187e-23,0.316221202933601,0.39,0.267,4.33043108437349e-19,"Monocyte_CD14highCD16high","BORCS7"
"RBP7.1",1.28320598442174e-23,-1.13078352656659,0.377,0.447,4.42064461633289e-19,"Monocyte_CD14highCD16high","RBP7"
"BRAF.1",1.36212649486813e-23,-1.36352617630639,0.235,0.328,4.6925257748207e-19,"Monocyte_CD14highCD16high","BRAF"
"ZDHHC12.1",1.40236911930147e-23,0.371393920386924,0.272,0.171,4.83116161599358e-19,"Monocyte_CD14highCD16high","ZDHHC12"
"NR3C1.1",1.73062754823444e-23,-1.00674005796143,0.494,0.525,5.96201190366766e-19,"Monocyte_CD14highCD16high","NR3C1"
"CAST.1",1.73700073644404e-23,-0.444185598816497,0.813,0.771,5.98396753704972e-19,"Monocyte_CD14highCD16high","CAST"
"TRIM28",1.82320335933951e-23,0.457793751943634,0.26,0.163,6.2809355729246e-19,"Monocyte_CD14highCD16high","TRIM28"
"FAM168A.1",2.11720640558673e-23,-1.45777061245406,0.155,0.253,7.29377606724627e-19,"Monocyte_CD14highCD16high","FAM168A"
"CCT2.1",2.13605119418723e-23,0.300589217231505,0.331,0.22,7.35869636397502e-19,"Monocyte_CD14highCD16high","CCT2"
"TFCP2.1",2.15584646420506e-23,-1.14645288802555,0.234,0.331,7.42689106918644e-19,"Monocyte_CD14highCD16high","TFCP2"
"MRPS33",2.39541160928272e-23,0.326727646855401,0.284,0.181,8.25219299397895e-19,"Monocyte_CD14highCD16high","MRPS33"
"TIMM9",2.45355794956841e-23,0.379542103785593,0.265,0.167,8.45250713626316e-19,"Monocyte_CD14highCD16high","TIMM9"
"NEDD9",2.48369252590666e-23,-1.43568595821282,0.272,0.363,8.55632075174846e-19,"Monocyte_CD14highCD16high","NEDD9"
"PDAP1.1",2.50899403828473e-23,0.277149457318132,0.323,0.212,8.6434844618909e-19,"Monocyte_CD14highCD16high","PDAP1"
"EXOC6.1",2.69891248071172e-23,-1.40348916605329,0.201,0.296,9.29775349605188e-19,"Monocyte_CD14highCD16high","EXOC6"
"RNF13",3.02451757677378e-23,-0.960415462352629,0.59,0.582,1.04194630519857e-18,"Monocyte_CD14highCD16high","RNF13"
"ZNF511.1",3.09413677371903e-23,0.341053968257499,0.294,0.189,1.06593011854621e-18,"Monocyte_CD14highCD16high","ZNF511"
"TSC22D2",3.15667539664748e-23,-1.38626673219852,0.198,0.295,1.08747467414506e-18,"Monocyte_CD14highCD16high","TSC22D2"
"HMGB2.1",3.50173326640488e-23,-0.945430542075468,0.51,0.546,1.20634711027648e-18,"Monocyte_CD14highCD16high","HMGB2"
"PPM1F.1",3.98952271112955e-23,0.293295226409954,0.42,0.295,1.37439057398413e-18,"Monocyte_CD14highCD16high","PPM1F"
"RPA3.1",4.10985299328157e-23,0.265223342755057,0.266,0.168,1.4158443561855e-18,"Monocyte_CD14highCD16high","RPA3"
"GBF1",5.67952147970411e-23,-1.3593770246306,0.164,0.261,1.95659514975807e-18,"Monocyte_CD14highCD16high","GBF1"
"TANK",5.83127476292118e-23,-1.00787802196538,0.481,0.521,2.00887415582635e-18,"Monocyte_CD14highCD16high","TANK"
"RAB1B",6.38610522292319e-23,0.264796494258175,0.349,0.234,2.20001324929704e-18,"Monocyte_CD14highCD16high","RAB1B"
"AGO3.1",6.87577686012832e-23,-1.15526504490174,0.266,0.36,2.36870512831421e-18,"Monocyte_CD14highCD16high","AGO3"
"PGP",7.31988546973335e-23,0.354816471606858,0.307,0.201,2.52170054432314e-18,"Monocyte_CD14highCD16high","PGP"
"ARHGAP25",7.75435677932874e-23,-1.26078341754727,0.266,0.358,2.67137591047875e-18,"Monocyte_CD14highCD16high","ARHGAP25"
"OSGEP",7.96580902329518e-23,0.336161602302499,0.252,0.156,2.74422120852519e-18,"Monocyte_CD14highCD16high","OSGEP"
"PPM1L.1",8.52996973793077e-23,-1.61708894411307,0.165,0.258,2.93857457471715e-18,"Monocyte_CD14highCD16high","PPM1L"
"ADAP1",1.09004079399653e-22,0.339407021760984,0.271,0.173,3.75519053531806e-18,"Monocyte_CD14highCD16high","ADAP1"
"EMC4.1",1.11261959543404e-22,0.329453937423134,0.289,0.186,3.83297450627026e-18,"Monocyte_CD14highCD16high","EMC4"
"GUSB.1",1.13405101318212e-22,0.256639030053559,0.347,0.233,3.90680574041241e-18,"Monocyte_CD14highCD16high","GUSB"
"NDUFA8.1",1.25390253440028e-22,0.364272660505958,0.273,0.173,4.31969423100895e-18,"Monocyte_CD14highCD16high","NDUFA8"
"MRPL13.1",1.26184068260761e-22,0.306463796120061,0.281,0.181,4.34704115158321e-18,"Monocyte_CD14highCD16high","MRPL13"
"VPS13D.1",1.72492381241416e-22,-1.25695471639236,0.198,0.293,5.94236253376677e-18,"Monocyte_CD14highCD16high","VPS13D"
"NBAS.1",1.77389277211226e-22,-1.34873920233635,0.157,0.253,6.11106059992674e-18,"Monocyte_CD14highCD16high","NBAS"
"ARID4B.1",1.78703111553686e-22,-0.951096782600889,0.523,0.554,6.15632219302449e-18,"Monocyte_CD14highCD16high","ARID4B"
"SERPINB1.1",2.15383761962074e-22,-0.634312441077779,0.757,0.712,7.41997059959344e-18,"Monocyte_CD14highCD16high","SERPINB1"
"NBDY.1",2.22968327011895e-22,0.286405930186319,0.318,0.211,7.68125886555978e-18,"Monocyte_CD14highCD16high","NBDY"
"INPP4A",2.25973817767454e-22,-1.14136394880268,0.271,0.361,7.7847980220888e-18,"Monocyte_CD14highCD16high","INPP4A"
"SEC24B.1",2.4615683125339e-22,-1.22423112529617,0.2,0.297,8.48010283667928e-18,"Monocyte_CD14highCD16high","SEC24B"
"ST3GAL5.1",2.47614301401612e-22,0.28959744073961,0.347,0.233,8.53031268328552e-18,"Monocyte_CD14highCD16high","ST3GAL5"
"WASHC4.1",2.56681611422235e-22,-0.919217319264635,0.455,0.503,8.84268151349598e-18,"Monocyte_CD14highCD16high","WASHC4"
"KHSRP",2.70293931039443e-22,0.337910520344054,0.287,0.185,9.31162592430882e-18,"Monocyte_CD14highCD16high","KHSRP"
"NCBP2",2.78930896045504e-22,0.323248517147778,0.3,0.198,9.60916936876761e-18,"Monocyte_CD14highCD16high","NCBP2"
"PSMD2",2.98671902470341e-22,0.278436404940232,0.361,0.246,1.02892470401033e-17,"Monocyte_CD14highCD16high","PSMD2"
"PIH1D1.1",3.09922321264055e-22,0.285484828993908,0.318,0.21,1.06768239675467e-17,"Monocyte_CD14highCD16high","PIH1D1"
"MRPL36",3.11504128354396e-22,0.335039286063988,0.281,0.18,1.0731317221809e-17,"Monocyte_CD14highCD16high","MRPL36"
"MRPL47.1",3.13500482800132e-22,0.290185469765742,0.343,0.23,1.08000916324646e-17,"Monocyte_CD14highCD16high","MRPL47"
"BST1.1",3.85911907500302e-22,-1.0116184216675,0.375,0.44,1.32946652133854e-17,"Monocyte_CD14highCD16high","BST1"
"RASA1",3.88342539080291e-22,-1.30957597767423,0.203,0.295,1.3378400471316e-17,"Monocyte_CD14highCD16high","RASA1"
"IER3IP1",3.93658752795864e-22,0.257611246780201,0.357,0.243,1.35615440338175e-17,"Monocyte_CD14highCD16high","IER3IP1"
"GLOD4",3.93711949815204e-22,0.292554949244417,0.25,0.156,1.35633766711338e-17,"Monocyte_CD14highCD16high","GLOD4"
"EPB41.1",3.96355000515863e-22,-1.33311769647181,0.292,0.375,1.36544297677715e-17,"Monocyte_CD14highCD16high","EPB41"
"PUM1.1",4.41022068524215e-22,-0.883824178656261,0.436,0.491,1.51932102606592e-17,"Monocyte_CD14highCD16high","PUM1"
"TRAPPC3.1",5.06229370592473e-22,0.303923505227129,0.333,0.224,1.74396018169107e-17,"Monocyte_CD14highCD16high","TRAPPC3"
"MRPL3",5.32145901097088e-22,0.328832630106608,0.299,0.196,1.83324262927947e-17,"Monocyte_CD14highCD16high","MRPL3"
"IRF3",5.67970478146818e-22,0.262536918091101,0.3,0.196,1.95665829721579e-17,"Monocyte_CD14highCD16high","IRF3"
"FNIP1.1",7.23080368674653e-22,-1.15102848169063,0.383,0.445,2.49101187008418e-17,"Monocyte_CD14highCD16high","FNIP1"
"ARPC5L",7.91357711530169e-22,0.292032165266105,0.289,0.188,2.72622731622143e-17,"Monocyte_CD14highCD16high","ARPC5L"
"SF3B4.1",9.36479057168344e-22,0.288679831242794,0.279,0.181,3.22617035194494e-17,"Monocyte_CD14highCD16high","SF3B4"
"TTC7A.1",9.48421212678169e-22,-1.07359415783989,0.286,0.369,3.26731107767629e-17,"Monocyte_CD14highCD16high","TTC7A"
"SCFD1",1.03470373037016e-21,-1.11537066720857,0.3,0.382,3.56455435112522e-17,"Monocyte_CD14highCD16high","SCFD1"
"MRPS16",1.03816466166436e-21,0.275855333503106,0.328,0.219,3.57647725943372e-17,"Monocyte_CD14highCD16high","MRPS16"
"TIAM1.1",1.04401444255085e-21,-1.13690284721242,0.297,0.376,3.59662975458766e-17,"Monocyte_CD14highCD16high","TIAM1"
"ATF6B.1",1.15615234037541e-21,0.260919901312657,0.335,0.225,3.98294481259328e-17,"Monocyte_CD14highCD16high","ATF6B"
"KIAA0232.1",1.24220170311115e-21,-1.28748125520323,0.234,0.326,4.2793848672179e-17,"Monocyte_CD14highCD16high","KIAA0232"
"LINC00937.1",1.38087816905377e-21,-1.33066514467854,0.173,0.265,4.75712529239024e-17,"Monocyte_CD14highCD16high","LINC00937"
"EIF4G1",1.4542573364826e-21,0.258135569950527,0.38,0.262,5.00991652418256e-17,"Monocyte_CD14highCD16high","EIF4G1"
"PSMC4.1",1.48340092423774e-21,0.257196889772777,0.333,0.223,5.11031618399902e-17,"Monocyte_CD14highCD16high","PSMC4"
"MTMR10.1",1.52932430891407e-21,-1.31615954202703,0.165,0.259,5.26852224420896e-17,"Monocyte_CD14highCD16high","MTMR10"
"RCOR1.1",1.56564311565584e-21,-0.943731829262748,0.374,0.443,5.39364053343438e-17,"Monocyte_CD14highCD16high","RCOR1"
"MBP.1",1.5774150969085e-21,-0.948001548564307,0.529,0.555,5.43419500884979e-17,"Monocyte_CD14highCD16high","MBP"
"RLF.1",1.58179176015023e-21,-1.33002118052278,0.175,0.269,5.44927261371753e-17,"Monocyte_CD14highCD16high","RLF"
"MED13.1",1.61657019056636e-21,-1.04731243772023,0.304,0.387,5.56908430650111e-17,"Monocyte_CD14highCD16high","MED13"
"CEBPA.1",1.65334326371769e-21,0.344964443234438,0.397,0.284,5.69576754350745e-17,"Monocyte_CD14highCD16high","CEBPA"
"CEP170.1",1.74254688887113e-21,-1.09570307462992,0.304,0.383,6.00307403216106e-17,"Monocyte_CD14highCD16high","CEP170"
"CDK13.1",1.917051458811e-21,-1.09416565239248,0.353,0.421,6.60424227560389e-17,"Monocyte_CD14highCD16high","CDK13"
"FKBP3",1.93115578737031e-21,0.319483527464122,0.314,0.211,6.65283168749071e-17,"Monocyte_CD14highCD16high","FKBP3"
"POLR2I.1",2.25962450848739e-21,0.268053038747968,0.351,0.239,7.78440643173905e-17,"Monocyte_CD14highCD16high","POLR2I"
"FBXO34.1",2.34104896681334e-21,-1.45926079980528,0.159,0.25,8.06491369067194e-17,"Monocyte_CD14highCD16high","FBXO34"
"STAT5B.1",2.37028076486265e-21,-1.45751077340098,0.185,0.278,8.16561723495184e-17,"Monocyte_CD14highCD16high","STAT5B"
"STAB1",2.46161468675371e-21,0.294665740794096,0.299,0.194,8.48026259586654e-17,"Monocyte_CD14highCD16high","STAB1"
"SNAPIN",2.47681090079916e-21,0.261268174612669,0.274,0.175,8.53261355325309e-17,"Monocyte_CD14highCD16high","SNAPIN"
"GNG10.1",3.0905342862362e-21,-1.35558767400421,0.172,0.269,1.06468906160837e-16,"Monocyte_CD14highCD16high","GNG10"
"TIMM17A",3.43747298176865e-21,0.276264094523162,0.338,0.23,1.1842094422193e-16,"Monocyte_CD14highCD16high","TIMM17A"
"ZFHX3.1",3.44789719733472e-21,-1.04072635415971,0.308,0.388,1.18780058448181e-16,"Monocyte_CD14highCD16high","ZFHX3"
"INPP5D",3.82292437377056e-21,-0.903660462995678,0.471,0.514,1.31699744676396e-16,"Monocyte_CD14highCD16high","INPP5D"
"WAC.1",3.97438189640577e-21,-0.762614653882352,0.551,0.575,1.36917456331179e-16,"Monocyte_CD14highCD16high","WAC"
"POLR2K.1",4.10422344993283e-21,0.254396174157556,0.362,0.251,1.41390497850186e-16,"Monocyte_CD14highCD16high","POLR2K"
"PHF5A.1",4.18148419521682e-21,0.365448836965848,0.265,0.171,1.44052130525219e-16,"Monocyte_CD14highCD16high","PHF5A"
"DOCK11.1",4.30485133919198e-21,-1.00676929034097,0.402,0.462,1.48302128635164e-16,"Monocyte_CD14highCD16high","DOCK11"
"RSRP1",4.3720250317339e-21,-0.736574045990065,0.566,0.589,1.50616262343233e-16,"Monocyte_CD14highCD16high","RSRP1"
"PDHB.1",4.42380574532544e-21,0.339414564021776,0.299,0.198,1.52400107926461e-16,"Monocyte_CD14highCD16high","PDHB"
"WDR45.1",4.60056405780363e-21,0.325248164813289,0.284,0.186,1.58489431791335e-16,"Monocyte_CD14highCD16high","WDR45"
"FGD3",6.44728291780193e-21,-1.04795216757329,0.291,0.376,2.22108896518276e-16,"Monocyte_CD14highCD16high","FGD3"
"SOD2.1",6.9177111095638e-21,-0.617542182003621,0.653,0.671,2.38315147724473e-16,"Monocyte_CD14highCD16high","SOD2"
"LTB.1",7.55603556704886e-21,-0.256624172466854,0.371,0.245,2.60305425284833e-16,"Monocyte_CD14highCD16high","LTB"
"TAOK3",8.17793384975843e-21,-0.809914846973498,0.623,0.608,2.81729821124178e-16,"Monocyte_CD14highCD16high","TAOK3"
"HERC3",9.19598956403123e-21,-1.26643731403398,0.201,0.293,3.16801840480876e-16,"Monocyte_CD14highCD16high","HERC3"
"ST3GAL1.1",1.06567345928827e-20,-1.24027917763961,0.18,0.273,3.67124506724811e-16,"Monocyte_CD14highCD16high","ST3GAL1"
"TP53",1.23873446455635e-20,0.270190800875657,0.252,0.16,4.26744023039664e-16,"Monocyte_CD14highCD16high","TP53"
"RBM33.1",1.28627050269124e-20,-1.08774389329245,0.323,0.399,4.4312018817713e-16,"Monocyte_CD14highCD16high","RBM33"
"ATXN2.1",1.29146012762475e-20,-1.0716915351046,0.257,0.345,4.44908013966725e-16,"Monocyte_CD14highCD16high","ATXN2"
"CRLF3.1",1.41445190463421e-20,-1.08687093025164,0.276,0.363,4.87278681146486e-16,"Monocyte_CD14highCD16high","CRLF3"
"NAIP.1",1.73114496309622e-20,-0.988763235384739,0.393,0.445,5.96379439786649e-16,"Monocyte_CD14highCD16high","NAIP"
"NCOR1.1",2.17141644754264e-20,-0.796493707457158,0.512,0.544,7.4805296617844e-16,"Monocyte_CD14highCD16high","NCOR1"
"EPC2",2.39157794216272e-20,-1.27405218327587,0.159,0.252,8.23898601075059e-16,"Monocyte_CD14highCD16high","EPC2"
"GPATCH8",3.07171151528901e-20,-1.08038109839647,0.317,0.389,1.05820461701707e-15,"Monocyte_CD14highCD16high","GPATCH8"
"LUC7L2.1",4.77421381923158e-20,-1.11344709576793,0.287,0.367,1.64471666072528e-15,"Monocyte_CD14highCD16high","LUC7L2"
"PSEN1",4.7881310879187e-20,-1.03016176125783,0.362,0.429,1.64951115978799e-15,"Monocyte_CD14highCD16high","PSEN1"
"MRPL34",4.94069911695725e-20,0.258215456301422,0.359,0.25,1.70207084579177e-15,"Monocyte_CD14highCD16high","MRPL34"
"PITHD1.1",5.79868277581948e-20,0.282152646397517,0.268,0.175,1.99764621626981e-15,"Monocyte_CD14highCD16high","PITHD1"
"CCDC91",6.04068361928725e-20,-1.41803546364609,0.258,0.334,2.08101550684446e-15,"Monocyte_CD14highCD16high","CCDC91"
"PPP2R5A",6.73189912501227e-20,-1.13526409213424,0.329,0.399,2.31913924856673e-15,"Monocyte_CD14highCD16high","PPP2R5A"
"TMEM176B.1",7.25903216582264e-20,0.312789331771285,0.418,0.302,2.5007365811259e-15,"Monocyte_CD14highCD16high","TMEM176B"
"MDM2.1",7.3383035904165e-20,-1.24258960031308,0.201,0.292,2.52804558689848e-15,"Monocyte_CD14highCD16high","MDM2"
"SDCBP.1",7.37813305222661e-20,-0.546366770755522,0.81,0.757,2.54176683649207e-15,"Monocyte_CD14highCD16high","SDCBP"
"FAM107B",7.74263402803018e-20,-1.16636140107398,0.292,0.371,2.6673374226564e-15,"Monocyte_CD14highCD16high","FAM107B"
"ESYT2.1",8.81536740721759e-20,-1.23180394684047,0.241,0.323,3.03689407178646e-15,"Monocyte_CD14highCD16high","ESYT2"
"SNX13.1",9.14790281310661e-20,-1.18323306661965,0.236,0.323,3.15145251911523e-15,"Monocyte_CD14highCD16high","SNX13"
"ITGAM.1",9.27039389824999e-20,-0.917139228605372,0.399,0.456,3.19365069794712e-15,"Monocyte_CD14highCD16high","ITGAM"
"PFDN1.1",1.05246196749053e-19,0.253725433542069,0.323,0.221,3.62573147800486e-15,"Monocyte_CD14highCD16high","PFDN1"
"LRCH3.1",1.09710730031921e-19,-1.30592571333633,0.164,0.252,3.77953464959968e-15,"Monocyte_CD14highCD16high","LRCH3"
"IQGAP1.1",1.14297505206662e-19,-0.416999365706651,0.881,0.813,3.9375490543695e-15,"Monocyte_CD14highCD16high","IQGAP1"
"TAOK1.1",1.17026921206746e-19,-0.814386379514117,0.391,0.459,4.03157743557241e-15,"Monocyte_CD14highCD16high","TAOK1"
"ARMH3.1",1.17775566826149e-19,-1.12427960233994,0.226,0.312,4.05736827716084e-15,"Monocyte_CD14highCD16high","ARMH3"
"CHRAC1.1",1.20051149600607e-19,0.422222955393249,0.27,0.179,4.13576210374093e-15,"Monocyte_CD14highCD16high","CHRAC1"
"SP100.1",1.21216623787427e-19,-0.885779215395066,0.553,0.569,4.17591268947687e-15,"Monocyte_CD14highCD16high","SP100"
"USP24.1",1.41900860999691e-19,-1.14670293980536,0.219,0.305,4.88848466143935e-15,"Monocyte_CD14highCD16high","USP24"
"XRCC4.1",1.45527009667351e-19,-1.35451098040966,0.204,0.285,5.01340548304024e-15,"Monocyte_CD14highCD16high","XRCC4"
"SMG7.1",1.74955741651934e-19,-1.06187304802763,0.259,0.344,6.02722529990912e-15,"Monocyte_CD14highCD16high","SMG7"
"PRKAG2.1",1.90614395320791e-19,-0.920430733355087,0.441,0.483,6.56666591880124e-15,"Monocyte_CD14highCD16high","PRKAG2"
"TRAPPC8.1",1.92193086978793e-19,-1.1886188502623,0.191,0.281,6.62105184641941e-15,"Monocyte_CD14highCD16high","TRAPPC8"
"NIN.1",2.15842840879756e-19,-0.887424061466199,0.432,0.489,7.43578586830758e-15,"Monocyte_CD14highCD16high","NIN"
"IGKC",2.29674515865725e-19,0.898274715877701,0.365,0.25,7.91228707157422e-15,"Monocyte_CD14highCD16high","IGKC"
"FBXO42.1",2.36307407662529e-19,-1.18216916534407,0.19,0.278,8.14079019397413e-15,"Monocyte_CD14highCD16high","FBXO42"
"AVL9.1",3.03853795862107e-19,-1.23647888574855,0.232,0.313,1.04677632674496e-14,"Monocyte_CD14highCD16high","AVL9"
"DDX17.1",3.18284064675473e-19,-0.565247806505778,0.681,0.678,1.096488602807e-14,"Monocyte_CD14highCD16high","DDX17"
"ZNF644.1",3.53428531277607e-19,-1.05641283075176,0.311,0.382,1.21756129025136e-14,"Monocyte_CD14highCD16high","ZNF644"
"STK10",3.66663669708126e-19,-0.847232274471723,0.501,0.534,1.26315634214449e-14,"Monocyte_CD14highCD16high","STK10"
"MYOF.1",3.72033006312249e-19,0.308799220918142,0.353,0.247,1.2816537067457e-14,"Monocyte_CD14highCD16high","MYOF"
"TMEM164.1",4.21671421411e-19,-1.39498301666077,0.204,0.287,1.45265804676089e-14,"Monocyte_CD14highCD16high","TMEM164"
"LMBRD1",4.95309714471078e-19,-1.13657166522077,0.295,0.369,1.70634196635286e-14,"Monocyte_CD14highCD16high","LMBRD1"
"SARNP.1",5.04644754095405e-19,-1.16242943078687,0.183,0.273,1.73850117785867e-14,"Monocyte_CD14highCD16high","SARNP"
"EP300.1",5.2567916192218e-19,-0.88270101408201,0.457,0.501,1.81096471282191e-14,"Monocyte_CD14highCD16high","EP300"
"TRAK1",5.49511340492623e-19,-1.06353881583288,0.243,0.326,1.89306656799709e-14,"Monocyte_CD14highCD16high","TRAK1"
"RAB8B.1",5.78715518814339e-19,-0.950057005403149,0.416,0.468,1.9936749623154e-14,"Monocyte_CD14highCD16high","RAB8B"
"NF1.1",5.97842740894658e-19,-1.27288888755772,0.21,0.294,2.0595682423821e-14,"Monocyte_CD14highCD16high","NF1"
"TMEM176A",6.36320823302107e-19,0.383718713019813,0.266,0.176,2.19212523627576e-14,"Monocyte_CD14highCD16high","TMEM176A"
"CSNK1G1.1",6.84261163433648e-19,-1.22670721398302,0.167,0.255,2.35727970802892e-14,"Monocyte_CD14highCD16high","CSNK1G1"
"NRAS",7.15685140954541e-19,0.297639144916838,0.251,0.162,2.4655353105884e-14,"Monocyte_CD14highCD16high","NRAS"
"CEMIP2",7.41752018335182e-19,-1.31453431512931,0.203,0.286,2.5553357031647e-14,"Monocyte_CD14highCD16high","CEMIP2"
"BTAF1.1",7.55963180021161e-19,-1.08390498360063,0.198,0.286,2.6042931551729e-14,"Monocyte_CD14highCD16high","BTAF1"
"COA6",7.59688070437156e-19,0.278206371480702,0.291,0.196,2.617125402656e-14,"Monocyte_CD14highCD16high","COA6"
"ASXL2.1",7.84304565568875e-19,-1.08775627538508,0.229,0.314,2.70192922838478e-14,"Monocyte_CD14highCD16high","ASXL2"
"LYPLA2",9.56233725286771e-19,0.257211659724019,0.265,0.174,3.29422518361292e-14,"Monocyte_CD14highCD16high","LYPLA2"
"AKR7A2",1.08460723669976e-18,0.265045314546934,0.321,0.22,3.73647193043066e-14,"Monocyte_CD14highCD16high","AKR7A2"
"POU2F1.1",1.11848916076237e-18,-1.30356857099814,0.177,0.263,3.85319515882635e-14,"Monocyte_CD14highCD16high","POU2F1"
"USP47.1",1.15850611420791e-18,-1.13076219780004,0.268,0.344,3.99105356344624e-14,"Monocyte_CD14highCD16high","USP47"
"EHMT1.1",1.20891689167503e-18,-1.14362433879728,0.252,0.331,4.16471869182046e-14,"Monocyte_CD14highCD16high","EHMT1"
"DIAPH1.1",1.24169314435153e-18,-0.82221185510427,0.497,0.532,4.27763288229102e-14,"Monocyte_CD14highCD16high","DIAPH1"
"CDK2AP1.1",1.25319324039405e-18,0.348251447201366,0.26,0.172,4.3172507131575e-14,"Monocyte_CD14highCD16high","CDK2AP1"
"EDEM3.1",1.25456050042739e-18,-1.12591370069563,0.232,0.315,4.32196092397235e-14,"Monocyte_CD14highCD16high","EDEM3"
"CNOT2.1",1.44109395600847e-18,-0.970793317813816,0.356,0.419,4.9645686784492e-14,"Monocyte_CD14highCD16high","CNOT2"
"TBC1D9.1",1.44943779695192e-18,-1.09167370068154,0.268,0.345,4.99331321049937e-14,"Monocyte_CD14highCD16high","TBC1D9"
"PIGT.1",1.49275852253438e-18,0.268669577930019,0.263,0.171,5.14255311013095e-14,"Monocyte_CD14highCD16high","PIGT"
"STAG2.1",1.67657806834112e-18,-0.839127618533805,0.514,0.543,5.77581144543515e-14,"Monocyte_CD14highCD16high","STAG2"
"SENP6.1",1.767091534334e-18,-0.9058192969186,0.442,0.488,6.08763033578061e-14,"Monocyte_CD14highCD16high","SENP6"
"PHKB.1",2.01471807976389e-18,-0.939045170263982,0.338,0.408,6.94070378478659e-14,"Monocyte_CD14highCD16high","PHKB"
"CLEC4E.1",2.08059085476898e-18,-1.08561753462173,0.262,0.341,7.16763549467913e-14,"Monocyte_CD14highCD16high","CLEC4E"
"APAF1.1",2.53747411524461e-18,-0.997796535340007,0.328,0.399,8.74159832701768e-14,"Monocyte_CD14highCD16high","APAF1"
